word, count, percent, cum
larger, 6, 0.02, 79.90
kind, 6, 0.02, 79.93
isn’t, 6, 0.02, 79.95
indeed, 6, 0.02, 79.97
inches, 6, 0.02, 80.00
hold, 6, 0.02, 80.02
history, 6, 0.02, 80.04
hatter:, 6, 0.02, 80.06
happen, 6, 0.02, 80.09
hair, 6, 0.02, 80.11
full, 6, 0.02, 80.13
four, 6, 0.02, 80.15
forgotten, 6, 0.02, 80.18
fell, 6, 0.02, 80.20
feeling, 6, 0.02, 80.22
exclaimed, 6, 0.02, 80.24
exactly, 6, 0.02, 80.27
everybody, 6, 0.02, 80.29
ear, 6, 0.02, 80.31
dreadfully, 6, 0.02, 80.34
does, 6, 0.02, 80.36
different, 6, 0.02, 80.38
chin, 6, 0.02, 80.40
cheshire, 6, 0.02, 80.43
broken, 6, 0.02, 80.45
between, 6, 0.02, 80.47
begun, 6, 0.02, 80.49
arms, 6, 0.02, 80.52
almost, 6, 0.02, 80.54
again:, 6, 0.02, 80.56
‘would, 5, 0.02, 80.58
‘when, 5, 0.02, 80.60
‘to, 5, 0.02, 80.62
‘one, 5, 0.02, 80.64
‘i’ll, 5, 0.02, 80.66
you’ve, 5, 0.02, 80.68
young, 5, 0.02, 80.69
write, 5, 0.02, 80.71
witness’, 5, 0.02, 80.73
witness, 5, 0.02, 80.75
window, 5, 0.02, 80.77
whispered, 5, 0.02, 80.79
what’, 5, 0.02, 80.81
well’, 5, 0.02, 80.83
waving, 5, 0.02, 80.85
was’, 5, 0.02, 80.87
walking, 5, 0.02, 80.88
up’, 5, 0.02, 80.90
trouble, 5, 0.02, 80.92
trial, 5, 0.02, 80.94
tree, 5, 0.02, 80.96
tone:, 5, 0.02, 80.98
together, 5, 0.02, 81.00
ten, 5, 0.02, 81.02
taking, 5, 0.02, 81.04
swam, 5, 0.02, 81.05
surprise, 5, 0.02, 81.07
sudden, 5, 0.02, 81.09
subject, 5, 0.02, 81.11
strange, 5, 0.02, 81.13
stop, 5, 0.02, 81.15
stand, 5, 0.02, 81.17
speaking, 5, 0.02, 81.19
sounded, 5, 0.02, 81.21
sometimes, 5, 0.02, 81.22
somebody, 5, 0.02, 81.24
sleep, 5, 0.02, 81.26
simple, 5, 0.02, 81.28
sighed, 5, 0.02, 81.30
shut, 5, 0.02, 81.32
shrill, 5, 0.02, 81.34
shriek, 5, 0.02, 81.36
shouldn’t, 5, 0.02, 81.38
shoes, 5, 0.02, 81.39
shan’t, 5, 0.02, 81.41
seven, 5, 0.02, 81.43
sentence, 5, 0.02, 81.45
right’, 5, 0.02, 81.47
reply, 5, 0.02, 81.49
remembered, 5, 0.02, 81.51
quietly, 5, 0.02, 81.53
puppy, 5, 0.02, 81.55
pig, 5, 0.02, 81.56
piece, 5, 0.02, 81.58
pardon’, 5, 0.02, 81.60
pair, 5, 0.02, 81.62
pack, 5, 0.02, 81.64
often, 5, 0.02, 81.66
number, 5, 0.02, 81.68
notice, 5, 0.02, 81.70
new, 5, 0.02, 81.72
nervous, 5, 0.02, 81.73
nearer, 5, 0.02, 81.75
moved, 5, 0.02, 81.77
mad’, 5, 0.02, 81.79
lobster, 5, 0.02, 81.81
lizard, 5, 0.02, 81.83
liked, 5, 0.02, 81.85
lessons, 5, 0.02, 81.87
leaves, 5, 0.02, 81.89
knee, 5, 0.02, 81.90
kid, 5, 0.02, 81.92
jumped, 5, 0.02, 81.94
interesting, 5, 0.02, 81.96
instantly, 5, 0.02, 81.98
hot, 5, 0.02, 82.00
hookah, 5, 0.02, 82.02
himself, 5, 0.02, 82.04
her:, 5, 0.02, 82.06
height, 5, 0.02, 82.07
finish, 5, 0.02, 82.09
fetch, 5, 0.02, 82.11
father, 5, 0.02, 82.13
fancy, 5, 0.02, 82.15
faces, 5, 0.02, 82.17
eye, 5, 0.02, 82.19
executed, 5, 0.02, 82.21
dropped, 5, 0.02, 82.23
drew, 5, 0.02, 82.25
dream, 5, 0.02, 82.26
draw, 5, 0.02, 82.28
dear’, 5, 0.02, 82.30
dare, 5, 0.02, 82.32
cut, 5, 0.02, 82.34
curiosity, 5, 0.02, 82.36
crowded, 5, 0.02, 82.38
confusion, 5, 0.02, 82.40
chorus, 5, 0.02, 82.42
call, 5, 0.02, 82.43
breadandbutter, 5, 0.02, 82.45
book, 5, 0.02, 82.47
become, 5, 0.02, 82.49
asking, 5, 0.02, 82.51
angry, 5, 0.02, 82.53
along, 5, 0.02, 82.55
adventures, 5, 0.02, 82.57
across, 5, 0.02, 82.59
‘yes’, 4, 0.02, 82.60
‘why’, 4, 0.02, 82.62
‘which, 4, 0.02, 82.63
‘very, 4, 0.02, 82.65
‘there, 4, 0.02, 82.66
‘sure, 4, 0.02, 82.68
‘she, 4, 0.02, 82.69
‘please, 4, 0.02, 82.71
‘only, 4, 0.02, 82.72
‘i’d, 4, 0.02, 82.74
‘is, 4, 0.02, 82.75
‘call, 4, 0.02, 82.77
‘ah, 4, 0.02, 82.78
you’ll, 4, 0.02, 82.80
yourself’, 4, 0.02, 82.81
yer, 4, 0.02, 82.83
wrong, 4, 0.02, 82.84
writing, 4, 0.02, 82.86
worth, 4, 0.02, 82.87
words:, 4, 0.02, 82.89
with’, 4, 0.02, 82.90
whiting’, 4, 0.02, 82.92
whiting, 4, 0.02, 82.93
water, 4, 0.02, 82.95
wanted, 4, 0.02, 82.96
walk, 4, 0.02, 82.98
violently, 4, 0.02, 82.99
ventured, 4, 0.02, 83.01
vanished, 4, 0.02, 83.02
usual, 4, 0.02, 83.04
until, 4, 0.02, 83.05
uncomfortable, 4, 0.02, 83.07
twinkling, 4, 0.02, 83.08
twinkle, 4, 0.02, 83.10
twice, 4, 0.02, 83.11
twelve, 4, 0.02, 83.13
tiny, 4, 0.02, 83.14
this:, 4, 0.02, 83.16
they’ll, 4, 0.02, 83.18
tea’, 4, 0.02, 83.19
taught, 4, 0.02, 83.21
taken, 4, 0.02, 83.22
suppressed, 4, 0.02, 83.24
story’, 4, 0.02, 83.25
story, 4, 0.02, 83.27
stick, 4, 0.02, 83.28
stay, 4, 0.02, 83.30
sounds, 4, 0.02, 83.31
sound, 4, 0.02, 83.33
solemnly, 4, 0.02, 83.34
sobs, 4, 0.02, 83.36
sleepy, 4, 0.02, 83.37
sky, 4, 0.02, 83.39
sir, 4, 0.02, 83.40
sing, 4, 0.02, 83.42
since, 4, 0.02, 83.43
sides, 4, 0.02, 83.45
shrinking, 4, 0.02, 83.46
shoulders, 4, 0.02, 83.48
shoulder, 4, 0.02, 83.49
short, 4, 0.02, 83.51
she’s, 4, 0.02, 83.52
severely, 4, 0.02, 83.54
several, 4, 0.02, 83.55
seems, 4, 0.02, 83.57
second, 4, 0.02, 83.58
sea’, 4, 0.02, 83.60
screamed, 4, 0.02, 83.61
school, 4, 0.02, 83.63
says, 4, 0.02, 83.64
said’, 4, 0.02, 83.66
sadly, 4, 0.02, 83.67
run, 4, 0.02, 83.69
reach, 4, 0.02, 83.70
puzzling, 4, 0.02, 83.72
procession, 4, 0.02, 83.73
politely, 4, 0.02, 83.75
pointing, 4, 0.02, 83.76
pocket, 4, 0.02, 83.78
players, 4, 0.02, 83.80
pictures, 4, 0.02, 83.81
perfectly, 4, 0.02, 83.83
paws, 4, 0.02, 83.84
passed, 4, 0.02, 83.86
paper, 4, 0.02, 83.87
pale, 4, 0.02, 83.89
off’, 4, 0.02, 83.90
nonsense’, 4, 0.02, 83.92
none, 4, 0.02, 83.93
nine, 4, 0.02, 83.95
myself, 4, 0.02, 83.96
morning, 4, 0.02, 83.98
mine, 4, 0.02, 83.99
meant, 4, 0.02, 84.01
managed, 4, 0.02, 84.02
mabel, 4, 0.02, 84.04
likely, 4, 0.02, 84.05
lessons’, 4, 0.02, 84.07
led, 4, 0.02, 84.08
lay, 4, 0.02, 84.10
late, 4, 0.02, 84.11
kitchen, 4, 0.02, 84.13
jurymen, 4, 0.02, 84.14
jumping, 4, 0.02, 84.16
i’, 4, 0.02, 84.17
in’, 4, 0.02, 84.19
indignantly, 4, 0.02, 84.20
hours, 4, 0.02, 84.22
herself;, 4, 0.02, 84.23
held, 4, 0.02, 84.25
hearing, 4, 0.02, 84.26
grunted, 4, 0.02, 84.28
grin, 4, 0.02, 84.29
green, 4, 0.02, 84.31
grass, 4, 0.02, 84.32
frowning, 4, 0.02, 84.34
flamingo, 4, 0.02, 84.35
first’, 4, 0.02, 84.37
finger, 4, 0.02, 84.39
fear, 4, 0.02, 84.40
fast, 4, 0.02, 84.42
fallen, 4, 0.02, 84.43
executioner, 4, 0.02, 84.45
except, 4, 0.02, 84.46
evidence, 4, 0.02, 84.48
eggs, 4, 0.02, 84.49
earth, 4, 0.02, 84.51
ears, 4, 0.02, 84.52
duchess;, 4, 0.02, 84.54
duchess:, 4, 0.02, 84.55
drink, 4, 0.02, 84.57
down’, 4, 0.02, 84.58
dish, 4, 0.02, 84.60
difficulty, 4, 0.02, 84.61
did’, 4, 0.02, 84.63
deeply, 4, 0.02, 84.64
decidedly, 4, 0.02, 84.66
dead, 4, 0.02, 84.67
day’, 4, 0.02, 84.69
crowd, 4, 0.02, 84.70
creature, 4, 0.02, 84.72
confused, 4, 0.02, 84.73
chimney, 4, 0.02, 84.75
child’, 4, 0.02, 84.76
child, 4, 0.02, 84.78
chance, 4, 0.02, 84.79
case, 4, 0.02, 84.81
carried, 4, 0.02, 84.82
care, 4, 0.02, 84.84
capital, 4, 0.02, 84.85
business’, 4, 0.02, 84.87
busily, 4, 0.02, 84.88
box, 4, 0.02, 84.90
bowed, 4, 0.02, 84.91
bottom, 4, 0.02, 84.93
